truth,predicted,count
Florida Fifth District Court of Appeal,Superior Court of Pennsylvania,0
Florida First District Court of Appeal,Superior Court of Pennsylvania,1
Florida Fourth District Court of Appeal,Superior Court of Pennsylvania,0
Florida Second District Court of Appeal,Superior Court of Pennsylvania,0
Florida Third District Court of Appeal,Superior Court of Pennsylvania,0
Hawaii Intermediate Court of Appeals,Superior Court of Pennsylvania,1
Hawaii Supreme Court,Superior Court of Pennsylvania,0
Idaho Court of Appeals,Superior Court of Pennsylvania,0
Idaho Supreme Court,Superior Court of Pennsylvania,0
Illinois Supreme Court,Superior Court of Pennsylvania,0
Indiana Court of Appeals,Superior Court of Pennsylvania,0
Indiana Supreme Court,Superior Court of Pennsylvania,0
Louisiana Attorney General Reports,Superior Court of Pennsylvania,0
Louisiana Court of Appeal,Superior Court of Pennsylvania,0
Massachusetts Appeals Court,Superior Court of Pennsylvania,2
Massachusetts Supreme Judicial Court,Superior Court of Pennsylvania,0
Michigan Supreme Court,Superior Court of Pennsylvania,0
Mississippi Supreme Court,Superior Court of Pennsylvania,0
Missouri Attorney General Reports,Superior Court of Pennsylvania,0
Missouri Court of Appeals,Superior Court of Pennsylvania,0
Montana Supreme Court,Superior Court of Pennsylvania,0
Nebraska Attorney General Reports,Superior Court of Pennsylvania,0
Nebraska Court of Appeals,Superior Court of Pennsylvania,0
Nevada Supreme Court,Superior Court of Pennsylvania,0
New Jersey Court of Chancery,Superior Court of Pennsylvania,0
New Jersey Superior Court Appellate Division,Superior Court of Pennsylvania,0
New Jersey Tax Court,Superior Court of Pennsylvania,0
New Mexico Supreme Court,Superior Court of Pennsylvania,0
New York Attorney General Reports,Superior Court of Pennsylvania,0
New York Court of Appeals,Superior Court of Pennsylvania,0
New York Supreme Court,Superior Court of Pennsylvania,0
New York Surrogate's Court,Superior Court of Pennsylvania,0
North Carolina Industrial Commission,Superior Court of Pennsylvania,0
North Dakota Supreme Court,Superior Court of Pennsylvania,0
Ohio Court of Appeals,Superior Court of Pennsylvania,0
Ohio Supreme Court,Superior Court of Pennsylvania,0
Oklahoma Attorney General Reports,Superior Court of Pennsylvania,0
Oregon Supreme Court,Superior Court of Pennsylvania,0
Oregon Tax Court,Superior Court of Pennsylvania,0
South Dakota Supreme Court,Superior Court of Pennsylvania,11
Superior Court of Delaware,Superior Court of Pennsylvania,0
Superior Court of North Carolina,Superior Court of Pennsylvania,0
Superior Court of Pennsylvania,Superior Court of Pennsylvania,1292
Superior Court of Rhode Island,Superior Court of Pennsylvania,0
Supreme Court of Alabama,Superior Court of Pennsylvania,2
Supreme Court of Arkansas,Superior Court of Pennsylvania,0
Supreme Court of Colorado,Superior Court of Pennsylvania,0
Supreme Court of Connecticut,Superior Court of Pennsylvania,0
Supreme Court of Delaware,Superior Court of Pennsylvania,0
Supreme Court of Florida,Superior Court of Pennsylvania,0
Supreme Court of Georgia,Superior Court of Pennsylvania,0
Supreme Court of Iowa,Superior Court of Pennsylvania,0
Supreme Court of Kansas,Superior Court of Pennsylvania,0
Supreme Court of Louisiana,Superior Court of Pennsylvania,0
Supreme Court of Minnesota,Superior Court of Pennsylvania,0
Supreme Court of Missouri,Superior Court of Pennsylvania,0
Supreme Court of New Hampshire,Superior Court of Pennsylvania,0
Supreme Court of New Jersey,Superior Court of Pennsylvania,0
Supreme Court of North Carolina,Superior Court of Pennsylvania,0
Supreme Court of Oklahoma,Superior Court of Pennsylvania,0
Supreme Court of Pennsylvania,Superior Court of Pennsylvania,2
Supreme Court of Puerto Rico,Superior Court of Pennsylvania,0
Supreme Court of Rhode Island,Superior Court of Pennsylvania,0
Supreme Court of South Carolina,Superior Court of Pennsylvania,0
Supreme Court of the United States,Superior Court of Pennsylvania,0
Supreme Court of Vermont,Superior Court of Pennsylvania,1
Supreme Court of Virginia,Superior Court of Pennsylvania,0
Tennessee Superior Court for Law and Equity,Superior Court of Pennsylvania,0
Tennessee Supreme Court,Superior Court of Pennsylvania,0
Texas Attorney General Reports,Superior Court of Pennsylvania,0
"Texas Court of Appeals, 10th District (Waco)",Superior Court of Pennsylvania,0
"Texas Court of Appeals, 11th District (Eastland)",Superior Court of Pennsylvania,0
"Texas Court of Appeals, 12th District (Tyler)",Superior Court of Pennsylvania,0
"Texas Court of Appeals, 13th District",Superior Court of Pennsylvania,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Superior Court of Pennsylvania,0
"Texas Court of Appeals, 3rd District (Austin)",Superior Court of Pennsylvania,0
"Texas Court of Appeals, 4th District (San Antonio)",Superior Court of Pennsylvania,0
"Texas Court of Appeals, 6th District (Texarkana)",Superior Court of Pennsylvania,0
"Texas Court of Appeals, 7th District (Amarillo)",Superior Court of Pennsylvania,0
"Texas Court of Appeals, 8th District (El Paso)",Superior Court of Pennsylvania,0
"Texas Court of Appeals, 9th District (Beaumont)",Superior Court of Pennsylvania,0
Texas Supreme Court,Superior Court of Pennsylvania,0
U.S. Circuit Court for the District of District of Columbia,Superior Court of Pennsylvania,0
U.S. Circuit Court for the District of Massachusetts,Superior Court of Pennsylvania,0
United States Board of Tax Appeals,Superior Court of Pennsylvania,0
United States Court of International Trade,Superior Court of Pennsylvania,0
Utah Supreme Court,Superior Court of Pennsylvania,0
Washington Supreme Court,Superior Court of Pennsylvania,1
Wisconsin Supreme Court,Superior Court of Pennsylvania,0
Alabama Court of Appeals,Supreme Court of Alabama,12
Alaska Supreme Court,Supreme Court of Alabama,0
Appellate Court of Illinois,Supreme Court of Alabama,0
Appellate Division of the Supreme Court of the State of New York,Supreme Court of Alabama,0
Arizona Supreme Court,Supreme Court of Alabama,1
Arkansas Attorney General Reports,Supreme Court of Alabama,0
Board of Veterans' Appeals,Supreme Court of Alabama,0
California Court of Appeal,Supreme Court of Alabama,0
California Supreme Court,Supreme Court of Alabama,1
Colorado Attorney General Reports,Supreme Court of Alabama,0
Colorado Court of Appeals,Supreme Court of Alabama,0
Commonwealth Court of Pennsylvania,Supreme Court of Alabama,1
Connecticut Appellate Court,Supreme Court of Alabama,0
Connecticut Superior Court,Supreme Court of Alabama,0
Court for the Trial of Impeachments and Correction of Errors,Supreme Court of Alabama,0
Court of Appeals for the D.C. Circuit,Supreme Court of Alabama,0
Court of Appeals for the Eighth Circuit,Supreme Court of Alabama,1
Court of Appeals for the Eleventh Circuit,Supreme Court of Alabama,0
Court of Appeals for the Federal Circuit,Supreme Court of Alabama,0
Court of Appeals for the Fifth Circuit,Supreme Court of Alabama,0
Court of Appeals for the First Circuit,Supreme Court of Alabama,1
Court of Appeals for the Fourth Circuit,Supreme Court of Alabama,0
Court of Appeals for the Ninth Circuit,Supreme Court of Alabama,0
Court of Appeals for the Second Circuit,Supreme Court of Alabama,1
Court of Appeals for the Seventh Circuit,Supreme Court of Alabama,0
Court of Appeals for the Sixth Circuit,Supreme Court of Alabama,0
Court of Appeals for the Tenth Circuit,Supreme Court of Alabama,1
Court of Appeals for the Third Circuit,Supreme Court of Alabama,0
Court of Appeals of Arkansas,Supreme Court of Alabama,0
Court of Appeals of Georgia,Supreme Court of Alabama,0
Court of Appeals of Iowa,Supreme Court of Alabama,1
Court of Appeals of Kansas,Supreme Court of Alabama,0
Court of Appeals of Kentucky (pre-1976),Supreme Court of Alabama,0
Court of Appeals of Maryland,Supreme Court of Alabama,0
Court of Appeals of Minnesota,Supreme Court of Alabama,0
Court of Appeals of Mississippi,Supreme Court of Alabama,0
Court of Appeals of North Carolina,Supreme Court of Alabama,0
Court of Appeals of Oregon,Supreme Court of Alabama,0
Court of Appeals of South Carolina,Supreme Court of Alabama,0
Court of Appeals of Texas,Supreme Court of Alabama,1
Court of Appeals of Washington,Supreme Court of Alabama,0
Court of Appeals of Wisconsin,Supreme Court of Alabama,0
Court of Chancery of Delaware,Supreme Court of Alabama,0
Court of Civil Appeals of Alabama,Supreme Court of Alabama,7
Court of Claims of Illinois,Supreme Court of Alabama,0
Court of Criminal Appeals of Alabama,Supreme Court of Alabama,1
Court of Criminal Appeals of Oklahoma,Supreme Court of Alabama,1
Court of Criminal Appeals of Texas,Supreme Court of Alabama,1
Court of Customs and Patent Appeals,Supreme Court of Alabama,0
Court of King's Bench,Supreme Court of Alabama,0
District Court of Appeal of Florida,Supreme Court of Alabama,0
"District Court, C.D. California",Supreme Court of Alabama,0
"District Court, D. Alaska",Supreme Court of Alabama,0
"District Court, D. Arizona",Supreme Court of Alabama,0
"District Court, D. Massachusetts",Supreme Court of Alabama,0
"District Court, D. New Hampshire",Supreme Court of Alabama,0
"District Court, D. New Jersey",Supreme Court of Alabama,0
"District Court, D. South Carolina",Supreme Court of Alabama,0
"District Court, District of Columbia",Supreme Court of Alabama,0
"District Court, E.D. California",Supreme Court of Alabama,0
"District Court, E.D. New York",Supreme Court of Alabama,0
"District Court, E.D. Pennsylvania",Supreme Court of Alabama,0
"District Court, M.D. Florida",Supreme Court of Alabama,0
"District Court, N.D. California",Supreme Court of Alabama,0
"District Court, N.D. Illinois",Supreme Court of Alabama,0
"District Court, N.D. Indiana",Supreme Court of Alabama,0
"District Court, S.D. Florida",Supreme Court of Alabama,0
"District Court, S.D. Illinois",Supreme Court of Alabama,0
"District Court, S.D. New York",Supreme Court of Alabama,0
"District Court, W.D. Michigan",Supreme Court of Alabama,0
District of Columbia Court of Appeals,Supreme Court of Alabama,0
Florida Attorney General Reports,Supreme Court of Alabama,0
Florida Fifth District Court of Appeal,Supreme Court of Alabama,0
Florida First District Court of Appeal,Supreme Court of Alabama,0
Florida Fourth District Court of Appeal,Supreme Court of Alabama,0
Florida Second District Court of Appeal,Supreme Court of Alabama,0
Florida Third District Court of Appeal,Supreme Court of Alabama,0
Hawaii Intermediate Court of Appeals,Supreme Court of Alabama,0
Hawaii Supreme Court,Supreme Court of Alabama,0
Idaho Court of Appeals,Supreme Court of Alabama,0
Idaho Supreme Court,Supreme Court of Alabama,0
Illinois Supreme Court,Supreme Court of Alabama,0
Indiana Court of Appeals,Supreme Court of Alabama,1
Indiana Supreme Court,Supreme Court of Alabama,1
Louisiana Attorney General Reports,Supreme Court of Alabama,0
Louisiana Court of Appeal,Supreme Court of Alabama,2
Massachusetts Appeals Court,Supreme Court of Alabama,0
Massachusetts Supreme Judicial Court,Supreme Court of Alabama,0
Michigan Supreme Court,Supreme Court of Alabama,1
Mississippi Supreme Court,Supreme Court of Alabama,0
Missouri Attorney General Reports,Supreme Court of Alabama,0
Missouri Court of Appeals,Supreme Court of Alabama,0
Montana Supreme Court,Supreme Court of Alabama,0
Nebraska Attorney General Reports,Supreme Court of Alabama,0
Nebraska Court of Appeals,Supreme Court of Alabama,0
Nevada Supreme Court,Supreme Court of Alabama,0
New Jersey Court of Chancery,Supreme Court of Alabama,0
New Jersey Superior Court Appellate Division,Supreme Court of Alabama,0
New Jersey Tax Court,Supreme Court of Alabama,0
New Mexico Supreme Court,Supreme Court of Alabama,0
New York Attorney General Reports,Supreme Court of Alabama,0
New York Court of Appeals,Supreme Court of Alabama,0
New York Supreme Court,Supreme Court of Alabama,0
New York Surrogate's Court,Supreme Court of Alabama,0
North Carolina Industrial Commission,Supreme Court of Alabama,0
North Dakota Supreme Court,Supreme Court of Alabama,0
Ohio Court of Appeals,Supreme Court of Alabama,0
Ohio Supreme Court,Supreme Court of Alabama,5
Oklahoma Attorney General Reports,Supreme Court of Alabama,0
Oregon Supreme Court,Supreme Court of Alabama,0
Oregon Tax Court,Supreme Court of Alabama,0
South Dakota Supreme Court,Supreme Court of Alabama,0
Superior Court of Delaware,Supreme Court of Alabama,0
Superior Court of North Carolina,Supreme Court of Alabama,0
Superior Court of Pennsylvania,Supreme Court of Alabama,2
Superior Court of Rhode Island,Supreme Court of Alabama,0
Supreme Court of Alabama,Supreme Court of Alabama,362
Supreme Court of Arkansas,Supreme Court of Alabama,0
Supreme Court of Colorado,Supreme Court of Alabama,0
Supreme Court of Connecticut,Supreme Court of Alabama,0
Supreme Court of Delaware,Supreme Court of Alabama,0
Supreme Court of Florida,Supreme Court of Alabama,3
Supreme Court of Georgia,Supreme Court of Alabama,1
Supreme Court of Iowa,Supreme Court of Alabama,0
Supreme Court of Kansas,Supreme Court of Alabama,0
Supreme Court of Louisiana,Supreme Court of Alabama,1
Supreme Court of Minnesota,Supreme Court of Alabama,1
Supreme Court of Missouri,Supreme Court of Alabama,1
Supreme Court of New Hampshire,Supreme Court of Alabama,0
Supreme Court of New Jersey,Supreme Court of Alabama,0
Supreme Court of North Carolina,Supreme Court of Alabama,1
Supreme Court of Oklahoma,Supreme Court of Alabama,2
Supreme Court of Pennsylvania,Supreme Court of Alabama,1
Supreme Court of Puerto Rico,Supreme Court of Alabama,0
Supreme Court of Rhode Island,Supreme Court of Alabama,0
Supreme Court of South Carolina,Supreme Court of Alabama,1
Supreme Court of the United States,Supreme Court of Alabama,0
Supreme Court of Vermont,Supreme Court of Alabama,0
Supreme Court of Virginia,Supreme Court of Alabama,0
Tennessee Superior Court for Law and Equity,Supreme Court of Alabama,0
Tennessee Supreme Court,Supreme Court of Alabama,0
Texas Attorney General Reports,Supreme Court of Alabama,0
"Texas Court of Appeals, 10th District (Waco)",Supreme Court of Alabama,0
"Texas Court of Appeals, 11th District (Eastland)",Supreme Court of Alabama,0
"Texas Court of Appeals, 12th District (Tyler)",Supreme Court of Alabama,0
"Texas Court of Appeals, 13th District",Supreme Court of Alabama,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Supreme Court of Alabama,0
"Texas Court of Appeals, 3rd District (Austin)",Supreme Court of Alabama,0
"Texas Court of Appeals, 4th District (San Antonio)",Supreme Court of Alabama,0
"Texas Court of Appeals, 6th District (Texarkana)",Supreme Court of Alabama,0
"Texas Court of Appeals, 7th District (Amarillo)",Supreme Court of Alabama,0
"Texas Court of Appeals, 8th District (El Paso)",Supreme Court of Alabama,0
"Texas Court of Appeals, 9th District (Beaumont)",Supreme Court of Alabama,0
Texas Supreme Court,Supreme Court of Alabama,0
U.S. Circuit Court for the District of District of Columbia,Supreme Court of Alabama,0
U.S. Circuit Court for the District of Massachusetts,Supreme Court of Alabama,0
United States Board of Tax Appeals,Supreme Court of Alabama,0
United States Court of International Trade,Supreme Court of Alabama,0
Utah Supreme Court,Supreme Court of Alabama,0
Washington Supreme Court,Supreme Court of Alabama,1
Wisconsin Supreme Court,Supreme Court of Alabama,0
Alabama Court of Appeals,Supreme Court of Colorado,0
Alaska Supreme Court,Supreme Court of Colorado,0
Appellate Court of Illinois,Supreme Court of Colorado,0
Appellate Division of the Supreme Court of the State of New York,Supreme Court of Colorado,0
Arizona Supreme Court,Supreme Court of Colorado,0
Arkansas Attorney General Reports,Supreme Court of Colorado,0
Board of Veterans' Appeals,Supreme Court of Colorado,0
California Court of Appeal,Supreme Court of Colorado,0
California Supreme Court,Supreme Court of Colorado,0
Colorado Attorney General Reports,Supreme Court of Colorado,0
Colorado Court of Appeals,Supreme Court of Colorado,0
Commonwealth Court of Pennsylvania,Supreme Court of Colorado,0
Connecticut Appellate Court,Supreme Court of Colorado,0
Connecticut Superior Court,Supreme Court of Colorado,0
Court for the Trial of Impeachments and Correction of Errors,Supreme Court of Colorado,0
Court of Appeals for the D.C. Circuit,Supreme Court of Colorado,0
Court of Appeals for the Eighth Circuit,Supreme Court of Colorado,0
Court of Appeals for the Eleventh Circuit,Supreme Court of Colorado,0
Court of Appeals for the Federal Circuit,Supreme Court of Colorado,0
Court of Appeals for the Fifth Circuit,Supreme Court of Colorado,0
Court of Appeals for the First Circuit,Supreme Court of Colorado,0
Court of Appeals for the Fourth Circuit,Supreme Court of Colorado,0
Court of Appeals for the Ninth Circuit,Supreme Court of Colorado,0
Court of Appeals for the Second Circuit,Supreme Court of Colorado,0
Court of Appeals for the Seventh Circuit,Supreme Court of Colorado,0
Court of Appeals for the Sixth Circuit,Supreme Court of Colorado,0
Court of Appeals for the Tenth Circuit,Supreme Court of Colorado,0
Court of Appeals for the Third Circuit,Supreme Court of Colorado,0
Court of Appeals of Arkansas,Supreme Court of Colorado,0
Court of Appeals of Georgia,Supreme Court of Colorado,0
Court of Appeals of Iowa,Supreme Court of Colorado,0
Court of Appeals of Kansas,Supreme Court of Colorado,0
Court of Appeals of Kentucky (pre-1976),Supreme Court of Colorado,0
Court of Appeals of Maryland,Supreme Court of Colorado,0
Court of Appeals of Minnesota,Supreme Court of Colorado,0
Court of Appeals of Mississippi,Supreme Court of Colorado,0
Court of Appeals of North Carolina,Supreme Court of Colorado,0
Court of Appeals of Oregon,Supreme Court of Colorado,0
Court of Appeals of South Carolina,Supreme Court of Colorado,0
Court of Appeals of Texas,Supreme Court of Colorado,0
Court of Appeals of Washington,Supreme Court of Colorado,0
Court of Appeals of Wisconsin,Supreme Court of Colorado,0
Court of Chancery of Delaware,Supreme Court of Colorado,0
Court of Civil Appeals of Alabama,Supreme Court of Colorado,0
Court of Claims of Illinois,Supreme Court of Colorado,0
Court of Criminal Appeals of Alabama,Supreme Court of Colorado,0
Court of Criminal Appeals of Oklahoma,Supreme Court of Colorado,0
Court of Criminal Appeals of Texas,Supreme Court of Colorado,0
Court of Customs and Patent Appeals,Supreme Court of Colorado,0
Court of King's Bench,Supreme Court of Colorado,0
District Court of Appeal of Florida,Supreme Court of Colorado,0
"District Court, C.D. California",Supreme Court of Colorado,0
"District Court, D. Alaska",Supreme Court of Colorado,0
"District Court, D. Arizona",Supreme Court of Colorado,0
"District Court, D. Massachusetts",Supreme Court of Colorado,0
"District Court, D. New Hampshire",Supreme Court of Colorado,0
"District Court, D. New Jersey",Supreme Court of Colorado,0
"District Court, D. South Carolina",Supreme Court of Colorado,0
"District Court, District of Columbia",Supreme Court of Colorado,0
"District Court, E.D. California",Supreme Court of Colorado,0
"District Court, E.D. New York",Supreme Court of Colorado,0
"District Court, E.D. Pennsylvania",Supreme Court of Colorado,0
"District Court, M.D. Florida",Supreme Court of Colorado,0
"District Court, N.D. California",Supreme Court of Colorado,0
"District Court, N.D. Illinois",Supreme Court of Colorado,0
"District Court, N.D. Indiana",Supreme Court of Colorado,0
"District Court, S.D. Florida",Supreme Court of Colorado,0
"District Court, S.D. Illinois",Supreme Court of Colorado,0
"District Court, S.D. New York",Supreme Court of Colorado,0
"District Court, W.D. Michigan",Supreme Court of Colorado,0
District of Columbia Court of Appeals,Supreme Court of Colorado,0
Florida Attorney General Reports,Supreme Court of Colorado,0
Florida Fifth District Court of Appeal,Supreme Court of Colorado,0
Florida First District Court of Appeal,Supreme Court of Colorado,0
Florida Fourth District Court of Appeal,Supreme Court of Colorado,0
Florida Second District Court of Appeal,Supreme Court of Colorado,0
Florida Third District Court of Appeal,Supreme Court of Colorado,0
Hawaii Intermediate Court of Appeals,Supreme Court of Colorado,0
Hawaii Supreme Court,Supreme Court of Colorado,0
Idaho Court of Appeals,Supreme Court of Colorado,0
Idaho Supreme Court,Supreme Court of Colorado,0
Illinois Supreme Court,Supreme Court of Colorado,0
Indiana Court of Appeals,Supreme Court of Colorado,0
Indiana Supreme Court,Supreme Court of Colorado,0
Louisiana Attorney General Reports,Supreme Court of Colorado,0
Louisiana Court of Appeal,Supreme Court of Colorado,0
Massachusetts Appeals Court,Supreme Court of Colorado,0
Massachusetts Supreme Judicial Court,Supreme Court of Colorado,0
Michigan Supreme Court,Supreme Court of Colorado,0
Mississippi Supreme Court,Supreme Court of Colorado,0
Missouri Attorney General Reports,Supreme Court of Colorado,0
Missouri Court of Appeals,Supreme Court of Colorado,0
Montana Supreme Court,Supreme Court of Colorado,0
Nebraska Attorney General Reports,Supreme Court of Colorado,0
Nebraska Court of Appeals,Supreme Court of Colorado,0
Nevada Supreme Court,Supreme Court of Colorado,0
New Jersey Court of Chancery,Supreme Court of Colorado,0
New Jersey Superior Court Appellate Division,Supreme Court of Colorado,0
New Jersey Tax Court,Supreme Court of Colorado,0
New Mexico Supreme Court,Supreme Court of Colorado,0
New York Attorney General Reports,Supreme Court of Colorado,0
New York Court of Appeals,Supreme Court of Colorado,0
New York Supreme Court,Supreme Court of Colorado,0
New York Surrogate's Court,Supreme Court of Colorado,0
North Carolina Industrial Commission,Supreme Court of Colorado,0
North Dakota Supreme Court,Supreme Court of Colorado,0
Ohio Court of Appeals,Supreme Court of Colorado,0
Ohio Supreme Court,Supreme Court of Colorado,0
Oklahoma Attorney General Reports,Supreme Court of Colorado,0
Oregon Supreme Court,Supreme Court of Colorado,0
Oregon Tax Court,Supreme Court of Colorado,0
South Dakota Supreme Court,Supreme Court of Colorado,0
Superior Court of Delaware,Supreme Court of Colorado,0
Superior Court of North Carolina,Supreme Court of Colorado,0
Superior Court of Pennsylvania,Supreme Court of Colorado,0
Superior Court of Rhode Island,Supreme Court of Colorado,0
Supreme Court of Alabama,Supreme Court of Colorado,0
Supreme Court of Arkansas,Supreme Court of Colorado,0
Supreme Court of Colorado,Supreme Court of Colorado,5
Supreme Court of Connecticut,Supreme Court of Colorado,0
Supreme Court of Delaware,Supreme Court of Colorado,0
Supreme Court of Florida,Supreme Court of Colorado,0
Supreme Court of Georgia,Supreme Court of Colorado,0
Supreme Court of Iowa,Supreme Court of Colorado,0
Supreme Court of Kansas,Supreme Court of Colorado,0
Supreme Court of Louisiana,Supreme Court of Colorado,0
Supreme Court of Minnesota,Supreme Court of Colorado,0
Supreme Court of Missouri,Supreme Court of Colorado,0
Supreme Court of New Hampshire,Supreme Court of Colorado,0
Supreme Court of New Jersey,Supreme Court of Colorado,0
Supreme Court of North Carolina,Supreme Court of Colorado,0
Supreme Court of Oklahoma,Supreme Court of Colorado,0
Supreme Court of Pennsylvania,Supreme Court of Colorado,0
Supreme Court of Puerto Rico,Supreme Court of Colorado,0
Supreme Court of Rhode Island,Supreme Court of Colorado,0
Supreme Court of South Carolina,Supreme Court of Colorado,0
Supreme Court of the United States,Supreme Court of Colorado,0
Supreme Court of Vermont,Supreme Court of Colorado,0
Supreme Court of Virginia,Supreme Court of Colorado,0
Tennessee Superior Court for Law and Equity,Supreme Court of Colorado,0
Tennessee Supreme Court,Supreme Court of Colorado,0
Texas Attorney General Reports,Supreme Court of Colorado,0
"Texas Court of Appeals, 10th District (Waco)",Supreme Court of Colorado,0
"Texas Court of Appeals, 11th District (Eastland)",Supreme Court of Colorado,0
"Texas Court of Appeals, 12th District (Tyler)",Supreme Court of Colorado,0
"Texas Court of Appeals, 13th District",Supreme Court of Colorado,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Supreme Court of Colorado,0
"Texas Court of Appeals, 3rd District (Austin)",Supreme Court of Colorado,0
"Texas Court of Appeals, 4th District (San Antonio)",Supreme Court of Colorado,0
"Texas Court of Appeals, 6th District (Texarkana)",Supreme Court of Colorado,0
"Texas Court of Appeals, 7th District (Amarillo)",Supreme Court of Colorado,0
"Texas Court of Appeals, 8th District (El Paso)",Supreme Court of Colorado,0
"Texas Court of Appeals, 9th District (Beaumont)",Supreme Court of Colorado,0
Texas Supreme Court,Supreme Court of Colorado,0
U.S. Circuit Court for the District of District of Columbia,Supreme Court of Colorado,0
U.S. Circuit Court for the District of Massachusetts,Supreme Court of Colorado,0
United States Board of Tax Appeals,Supreme Court of Colorado,0
United States Court of International Trade,Supreme Court of Colorado,0
Utah Supreme Court,Supreme Court of Colorado,0
Washington Supreme Court,Supreme Court of Colorado,0
Wisconsin Supreme Court,Supreme Court of Colorado,0
Alabama Court of Appeals,Supreme Court of Connecticut,0
Alaska Supreme Court,Supreme Court of Connecticut,0
Appellate Court of Illinois,Supreme Court of Connecticut,0
Appellate Division of the Supreme Court of the State of New York,Supreme Court of Connecticut,0
Arizona Supreme Court,Supreme Court of Connecticut,0
Arkansas Attorney General Reports,Supreme Court of Connecticut,0
Board of Veterans' Appeals,Supreme Court of Connecticut,0
California Court of Appeal,Supreme Court of Connecticut,0
California Supreme Court,Supreme Court of Connecticut,0
Colorado Attorney General Reports,Supreme Court of Connecticut,0
Colorado Court of Appeals,Supreme Court of Connecticut,0
Commonwealth Court of Pennsylvania,Supreme Court of Connecticut,0
Connecticut Appellate Court,Supreme Court of Connecticut,0
Connecticut Superior Court,Supreme Court of Connecticut,0
Court for the Trial of Impeachments and Correction of Errors,Supreme Court of Connecticut,0
Court of Appeals for the D.C. Circuit,Supreme Court of Connecticut,0
Court of Appeals for the Eighth Circuit,Supreme Court of Connecticut,0
Court of Appeals for the Eleventh Circuit,Supreme Court of Connecticut,0
Court of Appeals for the Federal Circuit,Supreme Court of Connecticut,0
Court of Appeals for the Fifth Circuit,Supreme Court of Connecticut,0
Court of Appeals for the First Circuit,Supreme Court of Connecticut,0
Court of Appeals for the Fourth Circuit,Supreme Court of Connecticut,0
Court of Appeals for the Ninth Circuit,Supreme Court of Connecticut,0
Court of Appeals for the Second Circuit,Supreme Court of Connecticut,0
Court of Appeals for the Seventh Circuit,Supreme Court of Connecticut,0
Court of Appeals for the Sixth Circuit,Supreme Court of Connecticut,0
Court of Appeals for the Tenth Circuit,Supreme Court of Connecticut,0
Court of Appeals for the Third Circuit,Supreme Court of Connecticut,0
Court of Appeals of Arkansas,Supreme Court of Connecticut,0
Court of Appeals of Georgia,Supreme Court of Connecticut,0
Court of Appeals of Iowa,Supreme Court of Connecticut,0
Court of Appeals of Kansas,Supreme Court of Connecticut,0
Court of Appeals of Kentucky (pre-1976),Supreme Court of Connecticut,0
Court of Appeals of Maryland,Supreme Court of Connecticut,0
Court of Appeals of Minnesota,Supreme Court of Connecticut,0
Court of Appeals of Mississippi,Supreme Court of Connecticut,0
Court of Appeals of North Carolina,Supreme Court of Connecticut,0
Court of Appeals of Oregon,Supreme Court of Connecticut,0
Court of Appeals of South Carolina,Supreme Court of Connecticut,0
Court of Appeals of Texas,Supreme Court of Connecticut,0
Court of Appeals of Washington,Supreme Court of Connecticut,0
Court of Appeals of Wisconsin,Supreme Court of Connecticut,0
Court of Chancery of Delaware,Supreme Court of Connecticut,0
Court of Civil Appeals of Alabama,Supreme Court of Connecticut,0
Court of Claims of Illinois,Supreme Court of Connecticut,0
Court of Criminal Appeals of Alabama,Supreme Court of Connecticut,0
Court of Criminal Appeals of Oklahoma,Supreme Court of Connecticut,0
Court of Criminal Appeals of Texas,Supreme Court of Connecticut,0
Court of Customs and Patent Appeals,Supreme Court of Connecticut,0
Court of King's Bench,Supreme Court of Connecticut,0
District Court of Appeal of Florida,Supreme Court of Connecticut,0
"District Court, C.D. California",Supreme Court of Connecticut,0
"District Court, D. Alaska",Supreme Court of Connecticut,0
"District Court, D. Arizona",Supreme Court of Connecticut,0
"District Court, D. Massachusetts",Supreme Court of Connecticut,0
"District Court, D. New Hampshire",Supreme Court of Connecticut,0
"District Court, D. New Jersey",Supreme Court of Connecticut,0
"District Court, D. South Carolina",Supreme Court of Connecticut,0
"District Court, District of Columbia",Supreme Court of Connecticut,0
"District Court, E.D. California",Supreme Court of Connecticut,0
"District Court, E.D. New York",Supreme Court of Connecticut,0
"District Court, E.D. Pennsylvania",Supreme Court of Connecticut,0
"District Court, M.D. Florida",Supreme Court of Connecticut,0
"District Court, N.D. California",Supreme Court of Connecticut,0
"District Court, N.D. Illinois",Supreme Court of Connecticut,0
"District Court, N.D. Indiana",Supreme Court of Connecticut,0
"District Court, S.D. Florida",Supreme Court of Connecticut,0
"District Court, S.D. Illinois",Supreme Court of Connecticut,0
"District Court, S.D. New York",Supreme Court of Connecticut,0
"District Court, W.D. Michigan",Supreme Court of Connecticut,0
District of Columbia Court of Appeals,Supreme Court of Connecticut,0
Florida Attorney General Reports,Supreme Court of Connecticut,0
Florida Fifth District Court of Appeal,Supreme Court of Connecticut,0
Florida First District Court of Appeal,Supreme Court of Connecticut,0
Florida Fourth District Court of Appeal,Supreme Court of Connecticut,0
Florida Second District Court of Appeal,Supreme Court of Connecticut,0
Florida Third District Court of Appeal,Supreme Court of Connecticut,0
